make,model,year,transmission,drive,date_range,fuel_type_summary,class_summary,cylinders,displ,co2,barrels08,fuelCost08
GMC,Canyon 2WD,2017,Automatic,2WD,2010-2020,Gas,Truck,6.0,3.6,440,14.8755,2200
Chevrolet,Colorado 4WD,2017,Automatic,4WD,2010-2020,Gas,Truck,4.0,2.5,423,14.167142857142858,2100
Chevrolet,Colorado 4WD,2017,Automatic,4WD,2010-2020,Gas,Truck,6.0,3.6,461,15.65842105263158,2300
Chevrolet,Colorado 4WD,2017,Automatic,4WD,2010-2020,Diesel,Truck,4.0,2.8,449,15.530217391304348,2400
GMC,Canyon 4WD,2017,Automatic,4WD,2010-2020,Gas,Truck,4.0,2.5,423,14.167142857142858,2100
GMC,Canyon 4WD,2017,Automatic,4WD,2010-2020,Gas,Truck,6.0,3.6,461,15.65842105263158,2300
GMC,Canyon 4WD,2017,Automatic,4WD,2010-2020,Diesel,Truck,4.0,2.8,449,15.530217391304348,2400
Chevrolet,Colorado Cab Chassis 2WD,2017,Automatic,2WD,2010-2020,Gas,Car,6.0,3.6,589,19.834,2950
GMC,Canyon Cab Chassis 2WD,2017,Automatic,2WD,2010-2020,Gas,Car,6.0,3.6,589,19.834,2950
Lincoln,MKX FWD,2017,Automatic,2WD,2010-2020,Gas,SUV,6.0,3.7,440,14.8755,2200
Lincoln,MKX FWD,2017,Automatic,2WD,2010-2020,Gas,SUV,6.0,2.7,444,14.8755,2200
Nissan,Rogue FWD,2017,Automatic,2WD,2010-2020,Gas,SUV,4.0,2.5,312,10.25896551724138,1500
BMW,X4 xDrive28i,2017,Automatic,4WD,2010-2020,Gas,SUV,4.0,2.0,389,12.935217391304349,2550
Ford,Edge AWD,2017,Automatic,4WD,2010-2020,Gas,SUV,6.0,2.7,454,14.8755,2200
Lincoln,MKX AWD,2017,Automatic,4WD,2010-2020,Gas,SUV,6.0,2.7,467,15.65842105263158,2300
Lincoln,MKX AWD,2017,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.7,471,15.65842105263158,2300
Mercedes-Benz,AMG GLC43 4matic Coupe,2017,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.0,438,14.8755,2900
Nissan,Rogue AWD,2017,Automatic,4WD,2010-2020,Gas,SUV,4.0,2.5,326,11.018888888888888,1650
Audi,Q7,2017,Automatic,4WD,2010-2020,Gas,SUV,4.0,2.0,406,13.52318181818182,2650
Kia,Optima Plug-in Hybrid,2017,Automatic,2WD,2010-2020,Electric,Car,4.0,2.0,97,3.224983200587516,1100
Alfa Romeo,4C,2017,Automatic,2WD,2010-2020,Gas,Car,4.0,1.8,317,10.625357142857142,2100
Lamborghini,Aventador Roadster LP740-4,2017,Automatic,4WD,2010-2020,Gas,Car,12.0,6.5,746,24.7925,4850
Lamborghini,Aventador Coupe LP740-4,2017,Automatic,4WD,2010-2020,Gas,Car,12.0,6.5,746,24.7925,4850
Dodge,Challenger,2017,Manual,2WD,2010-2020,Gas,Car,8.0,6.4,523,17.500588235294117,3450
Dodge,Challenger SRT,2017,Manual,2WD,2010-2020,Gas,Car,8.0,6.4,523,17.500588235294117,3450
Volvo,V90 CC AWD,2017,Automatic,4WD,2010-2020,Gas,Car,4.0,2.0,355,11.9004,2350
Lincoln,MKT Livery AWD,2017,Automatic,4WD,2010-2020,Gas,Car,6.0,3.7,493,16.528333333333336,2450
Toyota,Highlander,2017,Automatic,2WD,2010-2020,Gas,SUV,4.0,2.7,407,13.52318181818182,2000
Toyota,Highlander LE/XLE/SE/LTD,2017,Automatic,2WD,2010-2020,Gas,SUV,6.0,3.5,384,12.935217391304349,1900
Toyota,Highlander,2017,Automatic,2WD,2010-2020,Gas,SUV,6.0,3.5,391,12.935217391304349,1900
Mercedes-Benz,AMG GLC43 4matic,2017,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.0,443,14.8755,2900
Ford,Flex FWD,2017,Automatic,2WD,2010-2020,Gas,SUV,6.0,3.5,468,15.65842105263158,2300
Lincoln,MKT FWD,2017,Automatic,2WD,2010-2020,Gas,SUV,6.0,3.7,468,15.65842105263158,2300
Ford,Flex AWD,2017,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.5,491,16.528333333333336,2450
Ford,Flex AWD,2017,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.5,523,17.500588235294117,2600
Lincoln,MKT AWD,2017,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.5,523,17.500588235294117,2600
Toyota,Highlander AWD,2017,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.5,398,13.52318181818182,2000
Toyota,Highlander AWD,2017,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.5,405,13.52318181818182,2000
Toyota,Highlander Hybrid AWD,2017,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.5,311,10.625357142857142,1600
Toyota,Highlander Hybrid AWD LE Plus,2017,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.5,305,10.25896551724138,1500
Toyota,Highlander AWD LE,2017,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.5,390,12.935217391304349,1900
BMW,328d,2017,Automatic,2WD,2010-2020,Diesel,Car,4.0,2.0,285,9.922083333333337,1550
MINI,John Cooper Works Clubman All4,2017,Manual,4WD,2010-2020,Gas,Car,4.0,2.0,367,12.39625,2450
Porsche,911 Carrera GTS,2017,Manual,2WD,2010-2020,Gas,Car,6.0,3.0,418,14.167142857142858,2800
Porsche,911 Carrera GTS,2017,Automatic,2WD,2010-2020,Gas,Car,6.0,3.0,391,12.935217391304349,2550
Porsche,911 Carrera GTS Cabriolet,2017,Manual,2WD,2010-2020,Gas,Car,6.0,3.0,415,14.167142857142858,2800
Porsche,911 Carrera GTS Cabriolet,2017,Automatic,2WD,2010-2020,Gas,Car,6.0,3.0,400,13.52318181818182,2650
Porsche,911 Carrera 4 GTS,2017,Manual,4WD,2010-2020,Gas,Car,6.0,3.0,414,14.167142857142858,2800
Porsche,911 Carrera 4 GTS,2017,Automatic,4WD,2010-2020,Gas,Car,6.0,3.0,400,13.52318181818182,2650
Porsche,911 Carrera 4 GTS Cabriolet,2017,Manual,4WD,2010-2020,Gas,Car,6.0,3.0,419,14.167142857142858,2800
Porsche,911 Carrera 4 GTS Cabriolet,2017,Automatic,4WD,2010-2020,Gas,Car,6.0,3.0,402,13.52318181818182,2650
Porsche,911 Targa 4 GTS,2017,Manual,4WD,2010-2020,Gas,Car,6.0,3.0,428,14.167142857142858,2800
Porsche,911 Targa 4 GTS,2017,Automatic,4WD,2010-2020,Gas,Car,6.0,3.0,404,13.52318181818182,2650
Chevrolet,Spark ACTIV,2017,Automatic,2WD,2010-2020,Gas,Car,4.0,1.4,269,9.015454545454546,1350
Chevrolet,Spark ACTIV,2017,Manual,2WD,2010-2020,Gas,Car,4.0,1.4,278,9.2971875,1400
Chrysler,300 AWD,2017,Automatic,4WD,2010-2020,Gas,Car,6.0,3.6,415,14.167142857142858,2100
Dodge,Charger AWD,2017,Automatic,4WD,2010-2020,Gas,Car,6.0,3.6,415,14.167142857142858,2100
Honda,Pilot FWD,2017,Automatic,2WD,2010-2020,Gas,SUV,6.0,3.5,388,12.935217391304349,1900
Honda,Pilot FWD,2017,Automatic,2WD,2010-2020,Gas,SUV,6.0,3.5,405,13.52318181818182,2000
Honda,CR-V FWD,2017,Automatic,2WD,2010-2020,Gas,SUV,4.0,2.4,312,10.625357142857142,1600
Honda,CR-V FWD,2017,Automatic,2WD,2010-2020,Gas,SUV,4.0,1.5,292,9.917,1450
Honda,Pilot AWD,2017,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.5,407,13.52318181818182,2000
Honda,Pilot AWD,2017,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.5,421,14.167142857142858,2100
Honda,CR-V AWD,2017,Automatic,4WD,2010-2020,Gas,SUV,4.0,2.4,328,11.018888888888888,1650
Honda,CR-V AWD,2017,Automatic,4WD,2010-2020,Gas,SUV,4.0,1.5,303,10.25896551724138,1500
Mercedes-Benz,GLC300 4matic Coupe,2017,Automatic,4WD,2010-2020,Gas,SUV,4.0,2.0,375,12.39625,2450
Land Rover,Range Rover,2017,Automatic,4WD,2010-2020,Gas,SUV,8.0,5.0,570,18.594375,3650
Land Rover,Range Rover LWB,2017,Automatic,4WD,2010-2020,Gas,SUV,8.0,5.0,570,18.594375,3650
Land Rover,Range Rover Sport,2017,Automatic,4WD,2010-2020,Gas,SUV,8.0,5.0,552,18.594375,3650
Mercedes-Benz,G550,2017,Automatic,4WD,2010-2020,Gas,SUV,8.0,4.0,660,22.885384615384616,4500
Mercedes-Benz,GLE550e 4matic,2017,Automatic,4WD,2010-2020,Electric,SUV,6.0,3.0,296,9.740093785434784,2800
Mercedes-Benz,S550e,2017,Automatic,2WD,2010-2020,Electric,Car,6.0,3.0,229,7.38810016,2250
smart,fortwo coupe,2017,Automatic,2WD,2010-2020,Gas,Car,3.0,0.9,248,8.500285714285715,1650
smart,fortwo coupe,2017,Manual,2WD,2010-2020,Gas,Car,3.0,0.9,257,8.750294117647059,1700
BMW,230i Coupe,2017,Automatic,2WD,2010-2020,Gas,Car,4.0,2.0,318,10.625357142857142,2100
Ford,Fiesta FWD,2017,Automatic,2WD,2010-2020,Gas,Car,4.0,1.6,286,9.597096774193547,1400
Ford,Fiesta FWD,2017,Manual,2WD,2010-2020,Gas,Car,4.0,1.6,293,9.917,1450
Ford,Fiesta SFE FWD,2017,Manual,2WD,2010-2020,Gas,Car,3.0,1.0,254,8.500285714285715,1250
Audi,A4 quattro,2017,Manual,4WD,2010-2020,Gas,Car,4.0,2.0,329,11.018888888888888,2150
Ford,Fiesta ST FWD,2017,Manual,2WD,2010-2020,Gas,Car,4.0,1.6,308,10.25896551724138,1500
Ford,Focus FWD,2017,Automatic,2WD,2010-2020,Gas,Car,3.0,1.0,284,9.597096774193547,1400
Ford,Focus FWD,2017,Manual,2WD,2010-2020,Gas,Car,3.0,1.0,264,8.750294117647059,1300
Ford,Focus FWD,2017,Automatic,2WD,2010-2020,Gas,Car,4.0,2.0,289,9.597096774193547,1400
Ford,Focus FWD,2017,Automatic,2WD,2010-2020,Gas,Car,4.0,2.0,303,10.25896551724138,1500
Ford,Focus FWD,2017,Manual,2WD,2010-2020,Gas,Car,4.0,2.0,314,10.625357142857142,1600
Ford,Focus FWD FFV,2017,Automatic,2WD,2010-2020,Gas,Car,4.0,2.0,289,9.597096774193547,1400
Ford,Focus FWD FFV,2017,Automatic,2WD,2010-2020,Gas,Car,4.0,2.0,303,10.25896551724138,1500
Ford,Focus FWD FFV,2017,Manual,2WD,2010-2020,Gas,Car,4.0,2.0,314,10.625357142857142,1600
Ford,Focus ST FWD,2017,Manual,2WD,2010-2020,Gas,Car,4.0,2.0,356,11.9004,1750
Ford,Taurus FWD,2017,Automatic,2WD,2010-2020,Gas,Car,4.0,2.0,386,12.935217391304349,1900
Ford,Taurus AWD FFV,2017,Automatic,4WD,2010-2020,Gas,Car,6.0,3.5,467,15.65842105263158,2300
Ford,Taurus FWD FFV,2017,Automatic,2WD,2010-2020,Gas,Car,6.0,3.5,423,14.167142857142858,2100
Ford,Taurus AWD,2017,Automatic,4WD,2010-2020,Gas,Car,6.0,3.5,467,15.65842105263158,2300
Ford,Taurus FWD,2017,Automatic,2WD,2010-2020,Gas,Car,6.0,3.5,423,14.167142857142858,2100
Ford,Taurus AWD,2017,Automatic,4WD,2010-2020,Gas,Car,6.0,3.5,468,15.65842105263158,2300
Hyundai,Ioniq,2017,Automatic,2WD,2010-2020,Gas,Car,4.0,1.6,163,5.409272727272728,800
Hyundai,Ioniq Blue,2017,Automatic,2WD,2010-2020,Gas,Car,4.0,1.6,154,5.12948275862069,750
Kia,Niro,2017,Automatic,2WD,2010-2020,Gas,Car,4.0,1.6,183,6.071632653061224,900
Nissan,Quest,2017,Automatic,2WD,2010-2020,Gas,Van,6.0,3.5,396,13.52318181818182,2000
Mazda,CX-9 2WD,2017,Automatic,2WD,2010-2020,Gas,SUV,4.0,2.5,362,12.39625,1850
Mazda,CX-9 4WD,2017,Automatic,4WD,2010-2020,Gas,SUV,4.0,2.5,390,12.935217391304349,1900
BMW,X5 xDrive 35d,2017,Automatic,4WD,2010-2020,Diesel,SUV,6.0,3.0,401,14.2878,2200
Chrysler,Pacifica Hybrid,2017,Automatic,2WD,2010-2020,Electric,Van,6.0,3.6,106,3.5797385468181817,1400
Volkswagen,Beetle Dune Convertible,2016,Automatic,2WD,2010-2020,Gas,Car,4.0,1.8,325,11.018888888888888,1650
Chrysler,300,2017,Automatic,2WD,2010-2020,Gas,Car,6.0,3.6,389,12.935217391304349,1900
Dodge,Charger,2017,Automatic,2WD,2010-2020,Gas,Car,6.0,3.6,389,12.935217391304349,1900
Ford,C-MAX Hybrid FWD,2017,Automatic,2WD,2010-2020,Gas,Car,4.0,2.0,222,7.43775,1100
Kia,Niro Touring,2017,Automatic,2WD,2010-2020,Gas,Car,4.0,1.6,207,6.918837209302326,1050
Kia,Niro FE,2017,Automatic,2WD,2010-2020,Gas,Car,4.0,1.6,177,5.950200000000001,900
Porsche,Macan Turbo Kit,2017,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.6,460,15.65842105263158,3050
Mercedes-Benz,C350e,2016,Automatic,2WD,2010-2020,Electric,Car,4.0,2.0,215,7.066372859196428,1950
MINI,Cooper Countryman All4,2017,Manual,4WD,2010-2020,Gas,Car,3.0,1.5,345,11.442692307692308,2250
BMW,M760i xDrive,2017,Automatic,4WD,2010-2020,Gas,Car,12.0,6.6,571,18.594375,3650
Land Rover,Range Rover,2017,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.0,468,15.65842105263158,3050
Land Rover,Range Rover Sport,2017,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.0,468,15.65842105263158,3050
Ford,C-MAX Energi Plug-In Hybrid,2017,Automatic,2WD,2010-2020,Electric,Car,4.0,2.0,122,4.099308237843388,1150
Ford,GT,2017,Automatic,2WD,2010-2020,Gas,Car,6.0,3.5,654,21.250714285714285,4150
Toyota,Prius c,2017,Automatic,2WD,2010-2020,Gas,Car,4.0,1.5,193,6.467608695652174,950
Honda,Odyssey,2017,Automatic,2WD,2010-2020,Gas,Van,6.0,3.5,404,13.52318181818182,2000
Nissan,Rogue Hybrid  FWD,2017,Automatic,2WD,2010-2020,Gas,SUV,4.0,2.0,261,8.750294117647059,1300
Nissan,Rogue Hybrid  AWD,2017,Automatic,4WD,2010-2020,Gas,SUV,4.0,2.0,276,9.015454545454546,1350
Toyota,4Runner 2WD,2017,Automatic,2WD,2010-2020,Gas,SUV,6.0,4.0,479,16.528333333333336,2450
Toyota,4Runner 4WD,2017,Automatic,4WD,2010-2020,Gas,SUV,6.0,4.0,491,16.528333333333336,2450
Toyota,4Runner 4WD,2017,Automatic,4WD,2010-2020,Gas,SUV,6.0,4.0,491,16.528333333333336,2450
Alfa Romeo,Giulia,2017,Automatic,2WD,2010-2020,Gas,Car,4.0,2.0,330,11.018888888888888,2150
Alfa Romeo,Giulia AWD,2017,Automatic,4WD,2010-2020,Gas,Car,4.0,2.0,348,11.442692307692308,2250
Nissan,Sentra Nismo,2017,Manual,2WD,2010-2020,Gas,Car,4.0,1.6,330,11.018888888888888,2150
Nissan,Sentra Nismo,2017,Automatic,2WD,2010-2020,Gas,Car,4.0,1.6,330,11.018888888888888,2150
Land Rover,Range Rover,2017,Automatic,4WD,2010-2020,Diesel,SUV,6.0,3.0,412,14.883125,2300
Land Rover,Range Rover Sport,2017,Automatic,4WD,2010-2020,Diesel,SUV,6.0,3.0,412,14.883125,2300
Volkswagen,Golf Alltrack,2017,Manual,4WD,2010-2020,Gas,Car,4.0,1.8,347,11.442692307692308,1700
Volkswagen,Golf SportWagen 4motion,2017,Manual,4WD,2010-2020,Gas,Car,4.0,1.8,347,11.442692307692308,1700
Toyota,Prius Prime,2017,Automatic,2WD,2010-2020,Electric,Car,4.0,1.8,78,2.629784507547169,800
Chevrolet,Camaro,2017,Automatic,2WD,2010-2020,Gas,Car,8.0,6.2,591,19.834,3900
Dodge,Challenger GT,2017,Automatic,4WD,2010-2020,Gas,Car,6.0,3.6,415,14.167142857142858,2100
Jeep,New Compass 4WD,2017,Automatic,4WD,2010-2020,Gas,SUV,4.0,2.4,358,11.9004,1750
Mercedes-Benz,AMG GLE43 4matic,2017,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.0,455,14.8755,2900
Mercedes-Benz,G550 4x4 (Special Off-Road Model),2017,Automatic,4WD,2010-2020,Gas,SUV,8.0,4.0,829,27.04636363636364,5300
Subaru,Impreza 4-Door,2017,Manual,4WD,2010-2020,Gas,Car,4.0,2.0,331,11.018888888888888,1650
Subaru,Impreza Sport 4-Door,2017,Manual,4WD,2010-2020,Gas,Car,4.0,2.0,337,11.442692307692308,1700
Subaru,Impreza 5-Door,2017,Manual,4WD,2010-2020,Gas,Car,4.0,2.0,335,11.442692307692308,1700
Subaru,Impreza Sport 5-Door,2017,Manual,4WD,2010-2020,Gas,Car,4.0,2.0,351,11.9004,1750
Chrysler,Pacifica,2017,Automatic,2WD,2010-2020,Gas,Van,6.0,3.6,401,13.52318181818182,2000
BMW,530i,2017,Automatic,2WD,2010-2020,Gas,Car,4.0,2.0,326,11.018888888888888,2150
BMW,530i xDrive,2017,Automatic,4WD,2010-2020,Gas,Car,4.0,2.0,335,11.018888888888888,2150
BMW,540i,2017,Automatic,2WD,2010-2020,Gas,Car,6.0,3.0,374,12.39625,2450
BMW,540i xDrive,2017,Automatic,4WD,2010-2020,Gas,Car,6.0,3.0,380,12.935217391304349,2550
Mitsubishi,Outlander Sport 2WD,2017,Automatic,2WD,2010-2020,Gas,SUV,4.0,2.4,355,11.9004,1750
Mitsubishi,Outlander Sport 4WD,2017,Automatic,4WD,2010-2020,Gas,SUV,4.0,2.4,368,12.39625,1850
Jeep,New Compass 2WD,2017,Automatic,2WD,2010-2020,Gas,SUV,4.0,2.4,350,11.9004,1750
Chevrolet,Equinox FWD,2018,Automatic,2WD,2010-2020,Gas,SUV,4.0,1.5,314,10.625357142857142,1600
Chevrolet,Equinox AWD,2018,Automatic,4WD,2010-2020,Gas,SUV,4.0,1.5,337,11.442692307692308,1700
Chevrolet,Cruze,2017,Automatic,2WD,2010-2020,Diesel,Car,4.0,1.6,276,9.65391891891892,1500
Chevrolet,Cruze,2017,Manual,2WD,2010-2020,Diesel,Car,4.0,1.6,272,9.65391891891892,1500
MINI,Cooper S Countryman,2017,Automatic,2WD,2010-2020,Gas,Car,4.0,2.0,333,11.018888888888888,2150
Nissan,NV200 NYC Taxi,2017,Automatic,2WD,2010-2020,Gas,Car,4.0,2.0,363,12.39625,1850
MINI,Cooper Countryman,2017,Automatic,2WD,2010-2020,Gas,Car,3.0,1.5,319,10.625357142857142,2100
MINI,Cooper Countryman,2017,Manual,2WD,2010-2020,Gas,Car,3.0,1.5,322,10.625357142857142,2100
MINI,Cooper Countryman All4,2017,Automatic,4WD,2010-2020,Gas,Car,3.0,1.5,347,11.9004,2350
MINI,Cooper S Countryman All4,2017,Automatic,4WD,2010-2020,Gas,Car,4.0,2.0,346,11.442692307692308,2250
MINI,Cooper S Countryman All4,2017,Manual,4WD,2010-2020,Gas,Car,4.0,2.0,365,12.39625,2450
Roush Performance,F150 Pickup 2WD,2017,Automatic,2WD,2010-2020,Gas,Truck,8.0,5.0,699,22.885384615384616,4500
Roush Performance,F150 Pickup 4WD,2017,Automatic,4WD,2010-2020,Gas,Truck,8.0,5.0,699,22.885384615384616,4500
Mazda,CX-5 2WD,2017,Automatic,2WD,2010-2020,Gas,SUV,4.0,2.5,328,11.018888888888888,1650
Acura,MDX Hybrid AWD,2017,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.0,329,11.018888888888888,2150
Mazda,CX-5 4WD,2017,Automatic,4WD,2010-2020,Gas,SUV,4.0,2.5,352,11.442692307692308,1700
Audi,A5 Cabriolet quattro,2018,Automatic,4WD,2010-2020,Gas,Car,4.0,2.0,327,11.018888888888888,2150
Audi,A5 quattro,2018,Manual,4WD,2010-2020,Gas,Car,4.0,2.0,327,11.018888888888888,2150
Audi,A4 quattro,2018,Automatic,4WD,2010-2020,Gas,Car,4.0,2.0,327,11.018888888888888,2150
Audi,A4 quattro,2018,Manual,4WD,2010-2020,Gas,Car,4.0,2.0,327,11.018888888888888,2150
Subaru,WRX,2018,Manual,4WD,2010-2020,Gas,Car,4.0,2.0,383,12.935217391304349,2550
Subaru,WRX,2018,Automatic,4WD,2010-2020,Gas,Car,4.0,2.0,420,14.167142857142858,2800
Audi,A5 Sportback quattro,2018,Automatic,4WD,2010-2020,Gas,Car,4.0,2.0,327,11.018888888888888,2150
Genesis,G80 AWD,2018,Automatic,4WD,2010-2020,Gas,Car,6.0,3.8,445,14.8755,2200
Genesis,G80 RWD,2018,Automatic,2WD,2010-2020,Gas,Car,6.0,3.8,414,13.52318181818182,2000
Audi,Q5,2018,Automatic,4WD,2010-2020,Gas,SUV,4.0,2.0,363,11.9004,2350
Audi,A5 quattro,2018,Automatic,4WD,2010-2020,Gas,Car,4.0,2.0,327,11.018888888888888,2150
Audi,S5,2018,Automatic,4WD,2010-2020,Gas,Car,6.0,3.0,374,12.39625,2450
Audi,S5 Cabriolet,2018,Automatic,4WD,2010-2020,Gas,Car,6.0,3.0,384,12.935217391304349,2550
Audi,S4,2018,Automatic,4WD,2010-2020,Gas,Car,6.0,3.0,374,12.39625,2450
Audi,S5 Sportback,2018,Automatic,4WD,2010-2020,Gas,Car,6.0,3.0,374,12.39625,2450
Genesis,G80 AWD,2018,Automatic,4WD,2010-2020,Gas,Car,6.0,3.3,453,14.8755,2900
Genesis,G80 RWD,2018,Automatic,2WD,2010-2020,Gas,Car,6.0,3.3,442,14.8755,2900
Audi,SQ5,2018,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.0,434,14.167142857142858,2800
Mercedes-Benz,E400 4matic (station wagon),2017,Automatic,4WD,2010-2020,Gas,Car,6.0,3.0,417,14.167142857142858,2800
Jeep,New Compass 2WD,2017,Manual,2WD,2010-2020,Gas,SUV,4.0,2.4,339,11.442692307692308,1700
Jeep,New Compass 4WD,2017,Manual,4WD,2010-2020,Gas,SUV,4.0,2.4,355,11.9004,1750
Bentley,Bentayga,2018,Automatic,4WD,2010-2020,Gas,SUV,12.0,6.0,596,19.834,3900
Porsche,Panamera,2017,Automatic,2WD,2010-2020,Gas,Car,6.0,3.0,369,12.39625,2450
Porsche,Panamera 4,2017,Automatic,4WD,2010-2020,Gas,Car,6.0,3.0,378,12.935217391304349,2550
Porsche,Panamera 4 Executive,2017,Automatic,4WD,2010-2020,Gas,Car,6.0,3.0,378,12.935217391304349,2550
Porsche,Panamera 4S,2017,Automatic,4WD,2010-2020,Gas,Car,6.0,2.9,378,12.935217391304349,2550
Porsche,Panamera 4S Executive,2017,Automatic,4WD,2010-2020,Gas,Car,6.0,2.9,378,12.935217391304349,2550
Porsche,Panamera Turbo,2017,Automatic,4WD,2010-2020,Gas,Car,8.0,4.0,420,14.167142857142858,2800
Porsche,Panamera Turbo Executive,2017,Automatic,4WD,2010-2020,Gas,Car,8.0,4.0,420,14.167142857142858,2800
BMW,430i Convertible,2018,Automatic,2WD,2010-2020,Gas,Car,4.0,2.0,324,11.018888888888888,2150
BMW,430i xDrive Convertible,2018,Automatic,4WD,2010-2020,Gas,Car,4.0,2.0,343,11.442692307692308,2250
BMW,440i Convertible,2018,Automatic,2WD,2010-2020,Gas,Car,6.0,3.0,372,12.39625,2450
BMW,440i xDrive Convertible,2018,Automatic,4WD,2010-2020,Gas,Car,6.0,3.0,382,12.935217391304349,2550
BMW,M4 Convertible,2018,Manual,2WD,2010-2020,Gas,Car,6.0,3.0,450,14.8755,2900
BMW,M4 Convertible,2018,Automatic,2WD,2010-2020,Gas,Car,6.0,3.0,481,15.65842105263158,3050
BMW,640i Convertible,2018,Automatic,2WD,2010-2020,Gas,Car,6.0,3.0,378,12.935217391304349,2550
BMW,640i xDrive Convertible,2018,Automatic,4WD,2010-2020,Gas,Car,6.0,3.0,396,13.52318181818182,2650
BMW,650i Convertible,2018,Automatic,2WD,2010-2020,Gas,Car,8.0,4.4,449,14.8755,2900
BMW,650i xDrive Convertible,2018,Automatic,4WD,2010-2020,Gas,Car,8.0,4.4,463,15.65842105263158,3050
BMW,M6 Convertible,2018,Manual,2WD,2010-2020,Gas,Car,8.0,4.4,522,17.500588235294117,3450
BMW,M6 Convertible,2018,Automatic,2WD,2010-2020,Gas,Car,8.0,4.4,553,18.594375,3650
BMW,430i Coupe,2018,Automatic,2WD,2010-2020,Gas,Car,4.0,2.0,324,11.018888888888888,2150
BMW,430i Coupe,2018,Manual,2WD,2010-2020,Gas,Car,4.0,2.0,351,11.9004,2350
BMW,430i xDrive Coupe,2018,Automatic,4WD,2010-2020,Gas,Car,4.0,2.0,333,11.018888888888888,2150
BMW,430i Gran Coupe,2018,Automatic,2WD,2010-2020,Gas,Car,4.0,2.0,324,11.018888888888888,2150
BMW,430i xDrive Gran Coupe,2018,Automatic,4WD,2010-2020,Gas,Car,4.0,2.0,333,11.018888888888888,2150
BMW,440i Coupe,2018,Automatic,2WD,2010-2020,Gas,Car,6.0,3.0,352,11.9004,2350
BMW,440i xDrive Coupe,2018,Automatic,4WD,2010-2020,Gas,Car,6.0,3.0,357,11.9004,2350
BMW,440i xDrive Coupe,2018,Manual,4WD,2010-2020,Gas,Car,6.0,3.0,390,12.935217391304349,2550
BMW,440i Gran Coupe,2018,Automatic,2WD,2010-2020,Gas,Car,6.0,3.0,352,11.9004,2350
BMW,440i xDrive Gran Coupe,2018,Automatic,4WD,2010-2020,Gas,Car,6.0,3.0,357,11.9004,2350
BMW,M4 Coupe,2018,Manual,2WD,2010-2020,Gas,Car,6.0,3.0,439,14.8755,2900
BMW,M4 Coupe,2018,Automatic,2WD,2010-2020,Gas,Car,6.0,3.0,450,14.8755,2900
BMW,640i Gran Coupe,2018,Automatic,2WD,2010-2020,Gas,Car,6.0,3.0,378,12.935217391304349,2550
BMW,640i xDrive Gran Coupe,2018,Automatic,4WD,2010-2020,Gas,Car,6.0,3.0,396,13.52318181818182,2650
BMW,650i Gran Coupe,2018,Automatic,2WD,2010-2020,Gas,Car,8.0,4.4,449,14.8755,2900
BMW,650i xDrive Gran Coupe,2018,Automatic,4WD,2010-2020,Gas,Car,8.0,4.4,463,15.65842105263158,3050
BMW,Alpina B6 xDrive Gran Coupe,2018,Automatic,4WD,2010-2020,Gas,Car,8.0,4.4,463,15.65842105263158,3050
BMW,M6 Gran Coupe,2018,Manual,2WD,2010-2020,Gas,Car,8.0,4.4,522,17.500588235294117,3450
BMW,M6 Gran Coupe,2018,Automatic,2WD,2010-2020,Gas,Car,8.0,4.4,553,18.594375,3650
BMW,M550i xDrive,2018,Automatic,4WD,2010-2020,Gas,Car,8.0,4.4,454,15.65842105263158,3050
BMW,740i,2018,Automatic,2WD,2010-2020,Gas,Car,6.0,3.0,372,12.39625,2450
BMW,740i xDrive,2018,Automatic,4WD,2010-2020,Gas,Car,6.0,3.0,382,12.935217391304349,2550
BMW,750i,2018,Automatic,2WD,2010-2020,Gas,Car,8.0,4.4,449,14.8755,2900
BMW,750i xDrive,2018,Automatic,4WD,2010-2020,Gas,Car,8.0,4.4,463,15.65842105263158,3050
BMW,Alpina B7 xDrive,2018,Automatic,4WD,2010-2020,Gas,Car,8.0,4.4,463,15.65842105263158,3050
BMW,X4 xDrive28i,2018,Automatic,4WD,2010-2020,Gas,SUV,4.0,2.0,384,12.935217391304349,2550
BMW,X4 M40i,2018,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.0,429,14.167142857142858,2800
