,make,model,year,cylinders,trany,displ,VClass,co2,barrels08,fuelCost08,fuelType,highway08,city08,comb08
21036,Volvo,S90 AWD PHEV,2018.0,4.0,Automatic (S8),2.0,Midsize Cars,161.0,5.48840372,2000.0,Premium and Electricity,33.0,26.0,29.0
21037,Volvo,XC60 AWD PHEV,2018.0,4.0,Automatic (S8),2.0,Small Sport Utility Vehicle 4WD,199.0,6.489534223,2250.0,Premium and Electricity,28.0,26.0,26.0
21038,Volvo,XC90 AWD PHEV,2018.0,4.0,Automatic (S8),2.0,Standard Sport Utility Vehicle 4WD,187.0,6.106322792,2150.0,Premium and Electricity,30.0,26.0,27.0
21039,Ram,1500 2WD,2017.0,6.0,Automatic 8-spd,3.0,Standard Pickup Trucks 2WD,448.0,15.53021739,2400.0,Diesel,27.0,20.0,23.0
21040,Ram,1500 4WD,2017.0,6.0,Automatic 8-spd,3.0,Standard Pickup Trucks 4WD,465.0,16.23613636,2500.0,Diesel,27.0,19.0,22.0
21041,Mercedes-Benz,SL550,2018.0,8.0,Automatic 9-spd,4.7,Two Seaters,442.0,14.8755,2900.0,Premium,25.0,17.0,20.0
21042,Mercedes-Benz,AMG SL63,2018.0,8.0,Automatic 7-spd,5.5,Two Seaters,468.0,15.65842105,3050.0,Premium,25.0,16.0,19.0
21043,Mercedes-Benz,AMG SL65,2018.0,12.0,Automatic 7-spd,6.0,Two Seaters,546.0,18.594375,3650.0,Premium,22.0,13.0,16.0
21044,Cadillac,ATS-V,2018.0,6.0,Manual 6-spd,3.6,Compact Cars,474.0,15.65842105,3050.0,Premium,23.0,16.0,19.0
21045,Mercedes-Benz,CLS550,2018.0,8.0,Automatic 9-spd,4.7,Compact Cars,425.0,14.16714286,2800.0,Premium,26.0,18.0,21.0
21046,Mercedes-Benz,CLS550 4matic,2018.0,8.0,Automatic 9-spd,4.7,Compact Cars,444.0,14.8755,2900.0,Premium,25.0,17.0,20.0
21047,Mercedes-Benz,AMG CLS63 S 4matic,2018.0,8.0,Automatic 7-spd,5.5,Compact Cars,495.0,16.52833333,3250.0,Premium,22.0,16.0,18.0
21048,Audi,S6,2018.0,8.0,Automatic (AM-S7),4.0,Midsize Cars,480.0,16.52833333,3250.0,Premium,24.0,16.0,18.0
21049,Audi,S7,2018.0,8.0,Automatic (AM-S7),4.0,Midsize Cars,480.0,16.52833333,3250.0,Premium,24.0,16.0,18.0
21050,Audi,S8,2018.0,8.0,Automatic (S8),4.0,Midsize Cars,503.0,16.52833333,3250.0,Premium,24.0,14.0,18.0
21051,Bentley,Flying Spur,2018.0,8.0,Automatic (S8),4.0,Midsize Cars,568.0,18.594375,3650.0,Premium,22.0,13.0,16.0
21052,Ford,Focus RS AWD,2018.0,4.0,Manual 6-spd,2.3,Midsize Cars,402.0,13.52318182,2650.0,Premium,26.0,19.0,22.0
21053,Audi,A8 L,2018.0,8.0,Automatic (S8),4.0,Large Cars,466.0,15.65842105,3050.0,Premium,26.0,16.0,19.0
21054,Lincoln,Continental  AWD,2018.0,6.0,Automatic (S6),2.7,Large Cars,451.0,14.8755,2200.0,Regular,25.0,17.0,20.0
21055,Lincoln,Continental  FWD,2018.0,6.0,Automatic (S6),2.7,Large Cars,424.0,14.16714286,2100.0,Regular,27.0,18.0,21.0
21056,Lincoln,Continental  FWD,2018.0,6.0,Automatic (S6),3.7,Large Cars,440.0,14.8755,2200.0,Regular,26.0,17.0,20.0
21057,Lincoln,Continental  AWD,2018.0,6.0,Automatic (S6),3.0,Large Cars,467.0,15.65842105,2300.0,Regular,24.0,16.0,19.0
21058,Chevrolet,Silverado K15 4WD,2018.0,8.0,Automatic 6-spd,5.3,Standard Pickup Trucks 4WD,489.0,16.52833333,2450.0,Gasoline or E85,22.0,16.0,18.0
21059,GMC,Sierra K15 4WD,2018.0,8.0,Automatic 6-spd,5.3,Standard Pickup Trucks 4WD,489.0,16.52833333,2450.0,Gasoline or E85,22.0,16.0,18.0
21060,Chevrolet,Traverse FWD,2018.0,4.0,Automatic 9-spd,2.0,Standard Sport Utility Vehicle 2WD,404.0,13.52318182,2650.0,Premium,26.0,20.0,22.0
21061,Lexus,GX 460,2018.0,8.0,Automatic (S6),4.6,Standard Sport Utility Vehicle 4WD,548.0,18.594375,3650.0,Premium,18.0,15.0,16.0
21062,BMW,330e,2018.0,4.0,Automatic (S8),2.0,Compact Cars,189.0,6.331330965,1950.0,Premium and Electricity,34.0,28.0,30.0
21063,Ford,Fusion Energi Plug-in Hybrid,2018.0,4.0,Automatic (variable gear ratios),2.0,Midsize Cars,112.0,3.736234165,1050.0,Regular Gas and Electricity,41.0,43.0,42.0
21064,Karma,Revero,2018.0,4.0,Automatic (A1),2.0,Subcompact Cars,151.0,5.143621864,2900.0,Premium Gas or Electricity,21.0,20.0,20.0
21065,Mercedes-Benz,AMG GT R Coupe,2018.0,8.0,Automatic (AM-S7),4.0,Two Seaters,522.0,17.50058824,3450.0,Premium,20.0,15.0,17.0
21066,Mercedes-Benz,SL450,2018.0,6.0,Automatic 9-spd,3.0,Two Seaters,383.0,12.93521739,2550.0,Premium,28.0,20.0,23.0
21067,Mercedes-Benz,AMG GT C Roadster,2018.0,8.0,Automatic (AM-S7),4.0,Two Seaters,518.0,17.50058824,3450.0,Premium,20.0,15.0,17.0
21068,Buick,Cascada,2018.0,4.0,Automatic (S6),1.6,Subcompact Cars,373.0,12.39625,2450.0,Premium,29.0,21.0,24.0
21069,Chevrolet,Spark,2018.0,4.0,Automatic (variable gear ratios),1.4,Subcompact Cars,269.0,9.015454545,1350.0,Regular,38.0,30.0,33.0
21070,Chevrolet,Spark ACTIV,2018.0,4.0,Automatic (variable gear ratios),1.4,Subcompact Cars,269.0,9.015454545,1350.0,Regular,37.0,30.0,33.0
21071,Chevrolet,Spark,2018.0,4.0,Manual 5-spd,1.4,Subcompact Cars,267.0,9.015454545,1350.0,Regular,39.0,29.0,33.0
21072,Chevrolet,Spark ACTIV,2018.0,4.0,Manual 5-spd,1.4,Subcompact Cars,278.0,9.2971875,1400.0,Regular,38.0,29.0,32.0
21073,Mercedes-Benz,E400 Convertible,2018.0,6.0,Automatic 9-spd,3.0,Subcompact Cars,399.0,13.52318182,2650.0,Premium,26.0,20.0,22.0
21074,Mercedes-Benz,E400 4matic Convertible,2018.0,6.0,Automatic 9-spd,3.0,Subcompact Cars,404.0,13.52318182,2650.0,Premium,25.0,20.0,22.0
21075,Toyota,Yaris iA,2018.0,4.0,Manual 6-spd,1.5,Subcompact Cars,264.0,8.750294118,1300.0,Regular,39.0,30.0,34.0
21076,Toyota,Yaris iA,2018.0,4.0,Automatic (S6),1.5,Subcompact Cars,249.0,8.500285714,1250.0,Regular,40.0,32.0,35.0
21077,BMW,328d,2018.0,4.0,Automatic (S8),2.0,Compact Cars,285.0,9.922083333,1550.0,Diesel,43.0,31.0,36.0
21078,BMW,328d xDrive,2018.0,4.0,Automatic (S8),2.0,Compact Cars,303.0,10.50573529,1600.0,Diesel,40.0,30.0,34.0
21079,Chevrolet,Sonic,2018.0,4.0,Automatic (S6),1.8,Compact Cars,311.0,10.62535714,1600.0,Regular,34.0,25.0,28.0
21080,Chevrolet,Sonic,2018.0,4.0,Manual 5-spd,1.8,Compact Cars,306.0,10.25896552,1500.0,Regular,35.0,26.0,29.0
21081,Rolls-Royce,Dawn,2018.0,12.0,Automatic (S8),6.6,Compact Cars,634.0,21.25071429,4150.0,Premium,18.0,12.0,14.0
21082,Audi,RS 7,2018.0,8.0,Automatic (S8),4.0,Midsize Cars,512.0,17.50058824,3450.0,Premium,24.0,14.0,17.0
21083,Bentley,Mulsanne,2018.0,8.0,Automatic (S8),6.8,Midsize Cars,652.0,21.25071429,4150.0,Premium,18.0,11.0,14.0
21084,Lincoln,MKZ FWD,2018.0,4.0,Automatic (S6),2.0,Midsize Cars,370.0,12.39625,1850.0,Regular,31.0,21.0,24.0
21085,Lincoln,MKZ AWD,2018.0,4.0,Automatic (S6),2.0,Midsize Cars,386.0,12.93521739,1900.0,Regular,28.0,20.0,23.0
21086,Lincoln,MKZ Hybrid FWD,2018.0,4.0,Automatic (variable gear ratios),2.0,Midsize Cars,222.0,7.43775,1100.0,Regular,38.0,41.0,40.0
21087,Lincoln,MKZ AWD,2018.0,6.0,Automatic (S6),3.0,Midsize Cars,447.0,14.8755,2200.0,Regular,26.0,17.0,20.0
21088,Lincoln,MKZ FWD,2018.0,6.0,Automatic (S6),3.0,Midsize Cars,425.0,14.16714286,2100.0,Regular,27.0,18.0,21.0
21089,Rolls-Royce,Wraith,2018.0,12.0,Automatic (S8),6.6,Midsize Cars,613.0,21.25071429,4150.0,Premium,19.0,12.0,14.0
21090,BMW,640i xDrive Gran Turismo,2018.0,6.0,Automatic (S8),3.0,Large Cars,388.0,12.93521739,2550.0,Premium,28.0,20.0,23.0
21091,Cadillac,XTS AWD,2018.0,6.0,Automatic (S6),3.6,Large Cars,486.0,16.52833333,3250.0,Premium,23.0,16.0,18.0
21092,Cadillac,XTS,2018.0,6.0,Automatic (S6),3.6,Large Cars,404.0,13.52318182,2000.0,Regular,28.0,19.0,22.0
21093,Cadillac,XTS AWD,2018.0,6.0,Automatic (S6),3.6,Large Cars,444.0,14.8755,2200.0,Regular,26.0,17.0,20.0
21094,Mercedes-Benz,S450,2018.0,6.0,Automatic 9-spd,3.0,Large Cars,403.0,13.52318182,2650.0,Premium,28.0,19.0,22.0
21095,Mercedes-Benz,S450 4matic,2018.0,6.0,Automatic 9-spd,3.0,Large Cars,408.0,13.52318182,2650.0,Premium,28.0,18.0,22.0
21096,Rolls-Royce,Phantom,2018.0,12.0,Automatic (S8),6.7,Large Cars,623.0,21.25071429,4150.0,Premium,19.0,12.0,14.0
21097,Rolls-Royce,Phantom EWB,2018.0,12.0,Automatic (S8),6.7,Large Cars,623.0,21.25071429,4150.0,Premium,19.0,12.0,14.0
21098,Rolls-Royce,Ghost,2018.0,12.0,Automatic (S8),6.6,Large Cars,634.0,21.25071429,4150.0,Premium,18.0,12.0,14.0
21099,Rolls-Royce,Ghost EWB,2018.0,12.0,Automatic (S8),6.6,Large Cars,634.0,21.25071429,4150.0,Premium,18.0,12.0,14.0
21100,BMW,328d xDrive Sports Wagon,2018.0,4.0,Automatic (S8),2.0,Small Station Wagons,303.0,10.50573529,1600.0,Diesel,40.0,30.0,34.0
21101,Chevrolet,Sonic 5,2018.0,4.0,Automatic (S6),1.8,Small Station Wagons,311.0,10.62535714,1600.0,Regular,34.0,25.0,28.0
21102,Chevrolet,Sonic 5,2018.0,4.0,Manual 5-spd,1.8,Small Station Wagons,306.0,10.25896552,1500.0,Regular,35.0,26.0,29.0
21103,Ford,F150 2WD FFV BASE PAYLOAD LT TIRE,2018.0,6.0,Automatic (S6),3.3,Standard Pickup Trucks 2WD,423.0,14.16714286,2100.0,Gasoline or E85,24.0,19.0,21.0
21104,Ford,F150 Pickup 2WD FFV,2018.0,6.0,Automatic (S6),3.3,Standard Pickup Trucks 2WD,407.0,13.52318182,2000.0,Gasoline or E85,25.0,20.0,22.0
21105,Ford,F150 Pickup 4WD FFV,2018.0,6.0,Automatic (S6),3.3,Standard Pickup Trucks 4WD,437.0,14.8755,2200.0,Gasoline or E85,23.0,18.0,20.0
21106,Ford,F150 4WD FFV BASE PAYLOAD LT TIRE,2018.0,6.0,Automatic (S6),3.3,Standard Pickup Trucks 4WD,467.0,15.65842105,2300.0,Gasoline or E85,22.0,17.0,19.0
21107,Ford,Transit T150 Wagon,2018.0,6.0,Automatic (S6),3.5,"Vans, Passenger Type",555.0,18.594375,2750.0,Regular,18.0,15.0,16.0
21108,Ford,Transit T150 Wagon FFV,2018.0,6.0,Automatic (S6),3.7,"Vans, Passenger Type",570.0,18.594375,2750.0,Gasoline or E85,18.0,14.0,16.0
21109,Ford,Transit T150 Wagon,2018.0,6.0,Automatic (S6),3.7,"Vans, Passenger Type",570.0,18.594375,2750.0,Regular,18.0,14.0,16.0
21110,Cadillac,XTS Hearse,2018.0,6.0,Automatic (S6),3.6,Special Purpose Vehicle 2WD,525.0,17.50058824,2600.0,Regular,21.0,15.0,17.0
21111,Cadillac,XTS Limo,2018.0,6.0,Automatic (S6),3.6,Special Purpose Vehicle 2WD,525.0,17.50058824,2600.0,Regular,21.0,15.0,17.0
21112,Mercedes-Benz,Metris (Passenger Van),2018.0,4.0,Automatic 7-spd,2.0,Special Purpose Vehicle 2WD,431.0,14.16714286,2800.0,Premium,23.0,19.0,21.0
21113,Mercedes-Benz,Metris (Cargo Van),2018.0,4.0,Automatic 7-spd,2.0,Special Purpose Vehicle 2WD,404.0,13.52318182,2650.0,Premium,24.0,21.0,22.0
21114,Nissan,NV200 NYC Taxi,2018.0,4.0,Automatic (variable gear ratios),2.0,Special Purpose Vehicle 2WD,363.0,12.39625,1850.0,Regular,26.0,23.0,24.0
21115,Buick,Envision FWD,2018.0,4.0,Automatic 6-spd,2.5,Small Sport Utility Vehicle 2WD,359.0,11.9004,1750.0,Regular,29.0,22.0,25.0
21116,Buick,Encore,2018.0,4.0,Automatic (S6),1.4,Small Sport Utility Vehicle 2WD,313.0,10.62535714,1600.0,Regular,33.0,25.0,28.0
21117,Chevrolet,Trax,2018.0,4.0,Automatic (S6),1.4,Small Sport Utility Vehicle 2WD,313.0,10.62535714,1600.0,Regular,33.0,25.0,28.0
21118,Ford,Escape FWD,2018.0,4.0,Automatic (S6),1.5,Small Sport Utility Vehicle 2WD,342.0,11.44269231,1700.0,Regular,30.0,23.0,26.0
21119,Ford,Escape FWD,2018.0,4.0,Automatic (S6),2.0,Small Sport Utility Vehicle 2WD,372.0,12.39625,1850.0,Regular,28.0,21.0,24.0
21120,Ford,Escape FWD FFV,2018.0,4.0,Automatic (S6),2.5,Small Sport Utility Vehicle 2WD,369.0,12.39625,1850.0,Gasoline or E85,29.0,21.0,24.0
21121,Ford,Escape FWD,2018.0,4.0,Automatic (S6),2.5,Small Sport Utility Vehicle 2WD,369.0,12.39625,1850.0,Regular,29.0,21.0,24.0
21122,Lincoln,MKC FWD,2018.0,4.0,Automatic (S6),2.0,Small Sport Utility Vehicle 2WD,386.0,12.93521739,1900.0,Regular,28.0,21.0,23.0
21123,Volkswagen,Atlas,2018.0,4.0,Automatic (S8),2.0,Small Sport Utility Vehicle 2WD,375.0,12.39625,1850.0,Regular,26.0,22.0,24.0
21124,Ford,Escape AWD,2018.0,4.0,Automatic (S6),1.5,Small Sport Utility Vehicle 4WD,370.0,12.39625,1850.0,Regular,28.0,22.0,24.0
21125,Ford,Escape AWD,2018.0,4.0,Automatic (S6),2.0,Small Sport Utility Vehicle 4WD,387.0,12.93521739,1900.0,Regular,27.0,20.0,23.0
21126,Lincoln,MKC AWD,2018.0,4.0,Automatic (S6),2.0,Small Sport Utility Vehicle 4WD,413.0,14.16714286,2100.0,Regular,25.0,19.0,21.0
21127,Lincoln,MKC AWD,2018.0,4.0,Automatic (S6),2.0,Small Sport Utility Vehicle 4WD,404.0,13.52318182,2000.0,Regular,25.0,19.0,22.0
21128,Lincoln,MKC AWD,2018.0,4.0,Automatic (S6),2.3,Small Sport Utility Vehicle 4WD,436.0,14.8755,2200.0,Regular,25.0,18.0,20.0
21129,BMW,X5 sDrive35i,2018.0,6.0,Automatic (S8),3.0,Standard Sport Utility Vehicle 2WD,426.0,14.16714286,2800.0,Premium,25.0,18.0,21.0
21130,BMW,X6 sDrive35i,2018.0,6.0,Automatic (S8),3.0,Standard Sport Utility Vehicle 2WD,426.0,14.16714286,2800.0,Premium,25.0,18.0,21.0
21131,Buick,Enclave FWD,2018.0,6.0,Automatic 9-spd,3.6,Standard Sport Utility Vehicle 2WD,416.0,14.16714286,2100.0,Regular,26.0,18.0,21.0
21132,BMW,X5 xDrive 35d,2018.0,6.0,Automatic (S8),3.0,Standard Sport Utility Vehicle 4WD,401.0,14.2878,2200.0,Diesel,29.0,23.0,25.0
21133,BMW,X5 xDrive35i,2018.0,6.0,Automatic (S8),3.0,Standard Sport Utility Vehicle 4WD,434.0,14.8755,2900.0,Premium,24.0,18.0,20.0
21134,BMW,X5 M,2018.0,8.0,Automatic (S8),4.4,Standard Sport Utility Vehicle 4WD,549.0,18.594375,3650.0,Premium,19.0,14.0,16.0
21135,BMW,X6 xDrive35i,2018.0,6.0,Automatic (S8),3.0,Standard Sport Utility Vehicle 4WD,434.0,14.8755,2900.0,Premium,24.0,18.0,20.0
21136,BMW,X6 M,2018.0,8.0,Automatic (S8),4.4,Standard Sport Utility Vehicle 4WD,549.0,18.594375,3650.0,Premium,19.0,14.0,16.0
21137,Buick,Enclave AWD,2018.0,6.0,Automatic 9-spd,3.6,Standard Sport Utility Vehicle 4WD,446.0,14.8755,2200.0,Regular,25.0,17.0,20.0
21138,Chrysler,Pacifica Hybrid,2018.0,6.0,Automatic (variable gear ratios),3.6,Minivan - 2WD,106.0,3.579738547,1400.0,Regular Gas and Electricity,33.0,32.0,32.0
21139,Fiat,124 Spider,2018.0,4.0,Automatic 6-spd,1.4,Two Seaters,302.0,10.25896552,2000.0,Premium,36.0,25.0,29.0
21140,Fiat,124 Spider,2018.0,4.0,Manual 6-spd,1.4,Two Seaters,298.0,9.917,1950.0,Premium,35.0,26.0,30.0
21141,Mercedes-Benz,AMG GT C Coupe,2018.0,8.0,Automatic (AM7),4.0,Two Seaters,518.0,17.50058824,3450.0,Premium,20.0,15.0,17.0
21142,Porsche,911 GT3,2018.0,6.0,Automatic (AM-S7),4.0,Two Seaters,522.0,17.50058824,3450.0,Premium,20.0,15.0,17.0
21143,Porsche,Cayman,2018.0,4.0,Manual 6-spd,2.0,Two Seaters,369.0,12.39625,2450.0,Premium,28.0,21.0,24.0
21144,Porsche,Cayman,2018.0,4.0,Automatic (AM-S7),2.0,Two Seaters,353.0,11.9004,2350.0,Premium,29.0,22.0,25.0
21145,Porsche,Cayman S,2018.0,4.0,Manual 6-spd,2.5,Two Seaters,401.0,13.52318182,2650.0,Premium,26.0,20.0,22.0
21146,Porsche,Cayman S,2018.0,4.0,Automatic (AM-S7),2.5,Two Seaters,372.0,12.39625,2450.0,Premium,28.0,21.0,24.0
21147,Porsche,911 Turbo S Exclusive,2018.0,6.0,Automatic (AM-S7),3.8,Minicompact Cars,459.0,15.65842105,3050.0,Premium,23.0,17.0,19.0
21148,Aston Martin,Rapide S,2018.0,12.0,Automatic (S8),6.0,Subcompact Cars,533.0,17.50058824,3450.0,Premium,21.0,14.0,17.0
21149,Infiniti,Q60,2018.0,6.0,Automatic (S7),3.0,Subcompact Cars,405.0,13.52318182,2650.0,Premium,28.0,19.0,22.0
21150,Infiniti,Q60 Red Sport,2018.0,6.0,Automatic (S7),3.0,Subcompact Cars,405.0,13.52318182,2650.0,Premium,27.0,20.0,22.0
21151,Infiniti,Q60,2018.0,4.0,Automatic (S7),2.0,Subcompact Cars,353.0,11.9004,2350.0,Premium,30.0,22.0,25.0
21152,Infiniti,Q60 AWD,2018.0,4.0,Automatic (S7),2.0,Subcompact Cars,374.0,12.39625,2450.0,Premium,28.0,21.0,24.0
21153,Infiniti,Q60 Red Sport AWD,2018.0,6.0,Automatic (S7),3.0,Subcompact Cars,424.0,14.16714286,2800.0,Premium,26.0,19.0,21.0
21154,Infiniti,Q60 AWD,2018.0,6.0,Automatic (S7),3.0,Subcompact Cars,408.0,13.52318182,2650.0,Premium,27.0,19.0,22.0
21155,Hyundai,Accent,2018.0,4.0,Automatic (S6),1.6,Compact Cars,277.0,9.2971875,1400.0,Regular,38.0,28.0,32.0
21156,Hyundai,Accent,2018.0,4.0,Manual 6-spd,1.6,Compact Cars,284.0,9.597096774,1400.0,Regular,37.0,28.0,31.0
21157,Nissan,Altima SR,2018.0,4.0,Automatic (AV-S7),2.5,Midsize Cars,296.0,9.917,1450.0,Regular,37.0,26.0,30.0
21158,Nissan,Altima,2018.0,4.0,Automatic (variable gear ratios),2.5,Midsize Cars,287.0,9.597096774,1400.0,Regular,38.0,27.0,31.0
21159,Nissan,Altima,2018.0,6.0,Automatic (AV-S7),3.5,Midsize Cars,347.0,11.44269231,1700.0,Regular,32.0,22.0,26.0
21160,Volkswagen,Passat,2018.0,6.0,Automatic (AM-S6),3.6,Midsize Cars,396.0,13.52318182,2000.0,Regular,28.0,19.0,22.0
21161,Buick,Regal,2018.0,4.0,Automatic (S9),2.0,Large Cars,344.0,11.44269231,2250.0,Premium,32.0,22.0,26.0
21162,Buick,Regal AWD,2018.0,4.0,Automatic (S8),2.0,Large Cars,366.0,12.39625,2450.0,Premium,29.0,21.0,24.0
21163,Buick,Regal TourX AWD,2018.0,4.0,Automatic (S8),2.0,Small Station Wagons,366.0,12.39625,2450.0,Premium,29.0,21.0,24.0
21164,Nissan,Frontier 2WD,2018.0,4.0,Automatic 5-spd,2.5,Small Pickup Trucks 2WD,467.0,15.65842105,2300.0,Regular,22.0,17.0,19.0
21165,Nissan,Frontier 2WD,2018.0,4.0,Manual 5-spd,2.5,Small Pickup Trucks 2WD,431.0,14.16714286,2100.0,Regular,23.0,19.0,21.0
21166,Nissan,Frontier 2WD,2018.0,6.0,Automatic 5-spd,4.0,Small Pickup Trucks 2WD,478.0,15.65842105,2300.0,Regular,23.0,16.0,19.0
21167,Nissan,Frontier 2WD,2018.0,6.0,Manual 6-spd,4.0,Small Pickup Trucks 2WD,479.0,15.65842105,2300.0,Regular,22.0,16.0,19.0
21168,Nissan,Frontier 2WD FFV,2018.0,6.0,Automatic 5-spd,4.0,Small Pickup Trucks 2WD,494.0,16.52833333,2450.0,Gasoline or E85,22.0,16.0,18.0
21169,Nissan,Frontier 4WD,2018.0,6.0,Automatic 5-spd,4.0,Small Pickup Trucks 4WD,519.0,17.50058824,2600.0,Regular,21.0,15.0,17.0
21170,Nissan,Frontier 4WD,2018.0,6.0,Manual 6-spd,4.0,Small Pickup Trucks 4WD,507.0,16.52833333,2450.0,Regular,21.0,16.0,18.0
21171,Nissan,Frontier 4WD FFV,2018.0,6.0,Automatic 5-spd,4.0,Small Pickup Trucks 4WD,520.0,17.50058824,2600.0,Gasoline or E85,21.0,15.0,17.0
21172,Nissan,Pathfinder 2WD,2018.0,6.0,Automatic (variable gear ratios),3.5,Small Sport Utility Vehicle 2WD,395.0,12.93521739,1900.0,Regular,27.0,20.0,23.0
21173,Buick,Envision AWD,2018.0,4.0,Automatic 6-spd,2.5,Small Sport Utility Vehicle 4WD,377.0,12.39625,1850.0,Regular,27.0,21.0,24.0
21174,Nissan,Pathfinder 4WD,2018.0,6.0,Automatic (variable gear ratios),3.5,Small Sport Utility Vehicle 4WD,404.0,13.52318182,2000.0,Regular,26.0,19.0,22.0
21175,Nissan,Pathfinder 4WD Platinum,2018.0,6.0,Automatic (variable gear ratios),3.5,Small Sport Utility Vehicle 4WD,424.0,14.16714286,2100.0,Regular,26.0,19.0,21.0
21176,BMW,X5 xDrive50i,2018.0,8.0,Automatic (S8),4.4,Standard Sport Utility Vehicle 4WD,517.0,17.50058824,3450.0,Premium,21.0,15.0,17.0
21177,BMW,X6 xDrive50i,2018.0,8.0,Automatic (S8),4.4,Standard Sport Utility Vehicle 4WD,517.0,17.50058824,3450.0,Premium,21.0,15.0,17.0
21178,Jeep,Grand Cherokee TrackHawk 4WD,2018.0,8.0,Automatic 8-spd,6.2,Standard Sport Utility Vehicle 4WD,664.0,22.88538462,4500.0,Premium,17.0,11.0,13.0
21179,Porsche,Cayenne,2018.0,6.0,Automatic (S8),3.6,Standard Sport Utility Vehicle 4WD,432.0,14.8755,2900.0,Premium,24.0,18.0,20.0
21180,Porsche,Cayenne Platinum,2018.0,6.0,Automatic (S8),3.6,Standard Sport Utility Vehicle 4WD,453.0,15.65842105,3050.0,Premium,23.0,17.0,19.0
21181,BMW,X5 xDrive40e,2018.0,4.0,Automatic (S8),2.0,Standard Sport Utility Vehicle 4WD,248.0,8.223906712,2450.0,Premium and Electricity,25.0,23.0,24.0
21182,Aston Martin,DB11 V12,2017.0,12.0,Automatic (S8),5.2,Minicompact Cars,497.0,17.50058824,3450.0,Premium,21.0,15.0,17.0
21183,Audi,R8 AWD,2018.0,10.0,Automatic (AM-S7),5.2,Two Seaters,531.0,17.50058824,3450.0,Premium,22.0,14.0,17.0
21184,Audi,R8 Spyder AWD,2018.0,10.0,Automatic (AM-S7),5.2,Two Seaters,531.0,17.50058824,3450.0,Premium,22.0,14.0,17.0
21185,Audi,R8 RWD,2018.0,10.0,Automatic (AM-S7),5.2,Two Seaters,497.0,16.52833333,3250.0,Premium,25.0,14.0,18.0
21186,Audi,R8 Spyder RWD,2018.0,10.0,Automatic (AM-S7),5.2,Two Seaters,497.0,16.52833333,3250.0,Premium,25.0,14.0,18.0
21187,Lamborghini,Huracan,2018.0,10.0,Automatic (AM-S7),5.2,Two Seaters,570.0,18.594375,3650.0,Premium,19.0,14.0,16.0
21188,Lamborghini,Huracan Spyder,2018.0,10.0,Automatic (AM-S7),5.2,Two Seaters,577.0,19.834,3900.0,Premium,19.0,13.0,15.0
21189,Lamborghini,Huracan 2WD,2018.0,10.0,Automatic (AM-S7),5.2,Two Seaters,541.0,18.594375,3650.0,Premium,21.0,14.0,16.0
21190,Lamborghini,Huracan Spyder 2WD,2018.0,10.0,Automatic (AM-S7),5.2,Two Seaters,543.0,18.594375,3650.0,Premium,20.0,14.0,16.0
21191,Porsche,911 GT3,2018.0,6.0,Manual 6-spd,4.0,Two Seaters,566.0,18.594375,3650.0,Premium,21.0,13.0,16.0
21192,Aston Martin,Vanquish S Zagato,2018.0,12.0,Automatic (S8),6.0,Minicompact Cars,555.0,18.594375,3650.0,Premium,21.0,13.0,16.0
21193,Audi,RS 5,2018.0,6.0,Automatic (AM-S8),2.9,Subcompact Cars,419.0,14.16714286,2800.0,Premium,26.0,18.0,21.0
21194,Lexus,ES 300h,2018.0,4.0,Automatic (AV-S6),2.5,Midsize Cars,223.0,7.43775,1100.0,Regular,39.0,40.0,40.0
21195,Lexus,ES 350,2018.0,6.0,Automatic (S6),3.5,Midsize Cars,366.0,12.39625,1850.0,Regular,30.0,21.0,24.0
21196,Acura,MDX FWD,2018.0,6.0,Automatic (S9),3.5,Small Sport Utility Vehicle 2WD,390.0,12.93521739,2550.0,Premium,27.0,20.0,23.0
21197,Acura,MDX FWD,2018.0,6.0,Automatic (S9),3.5,Small Sport Utility Vehicle 2WD,404.0,13.52318182,2650.0,Premium,27.0,19.0,22.0
21198,Ford,Edge FWD,2018.0,4.0,Automatic (S6),2.0,Small Sport Utility Vehicle 2WD,370.0,12.39625,1850.0,Regular,29.0,20.0,24.0
21199,Ford,Edge FWD,2018.0,6.0,Automatic (S6),3.5,Small Sport Utility Vehicle 2WD,435.0,14.8755,2200.0,Regular,26.0,17.0,20.0
21200,Ford,Edge FWD,2018.0,4.0,Automatic (S6),2.0,Small Sport Utility Vehicle 2WD,372.0,12.39625,1850.0,Regular,29.0,21.0,24.0
21201,Lincoln,MKX FWD,2018.0,6.0,Automatic (S6),2.7,Small Sport Utility Vehicle 2WD,444.0,14.8755,2200.0,Regular,25.0,18.0,20.0
21202,Lincoln,MKX FWD,2018.0,6.0,Automatic (S6),3.7,Small Sport Utility Vehicle 2WD,440.0,14.8755,2200.0,Regular,25.0,17.0,20.0
21203,Acura,MDX AWD,2018.0,6.0,Automatic (S9),3.5,Small Sport Utility Vehicle 4WD,404.0,13.52318182,2650.0,Premium,26.0,19.0,22.0
21204,Acura,MDX AWD,2018.0,6.0,Automatic (S9),3.5,Small Sport Utility Vehicle 4WD,424.0,14.16714286,2800.0,Premium,26.0,18.0,21.0
21205,Ford,Edge AWD,2018.0,4.0,Automatic (S6),2.0,Small Sport Utility Vehicle 4WD,394.0,12.93521739,1900.0,Regular,27.0,20.0,23.0
